text	location	lon	lat	lat2	lon2	day
Going to mow the lawn someone bring me a snow cone thank you come again		-97.00617186	32.70522833	NA	NA	17
Hockey #hockey #boyfriend #Oeiras #derby #cold #Day #pa @ Pavilh’£o Desportivo ADO http://t.co/BuHVAIV0xh		-9.31421757	38.68604993	NA	NA	17
@Graceeeeeey its my cold, don't be mean you;) text me babe x	hully	-0.4091173	53.8429547	53.7802173	-0.1530132	17
I refuse to not wear a scarf today. It's the middle of November, I'll just pretend it's cold		-75.36508556	40.12555659	NA	NA	17
Í¾_ÍÙ©Í¾_ÍÙä she mommy autumn ,	Phillh to Staten Island, NY	-74.09104032	40.62026465	40.5795317	-74.1502007	17
its cold af in here.	Š__	-74.2520803	40.6484018	NA	NA	17
Seriously loving this rain		-88.13929972	42.03719483	NA	NA	17
#boyfriend #winter #love #weekendaway #suffolk #swanhotel #lavenham Í¾_Í_“ @ The Swan, Lavenham http://t.co/3DJbtJ2lBi	London, England	-0.324651	51.708631	51.5112139	-0.1198244	17
Ok fuck the rain is a bit crazy down here at soldier field lmao	Chicago, IL	-87.76121017	41.95583939	41.8781136	-87.6297982	17
Tesco for a munch, bed, electric blanket, film then I'm a celeb. I'm going to get used to this Í¾_Í±‘	Alness	-4.32929892	57.66266132	57.695955	-4.256825	17
Hide yo kids hide to wife this storm is not messing around !	Columbus Ohio	-83.00230636	39.99091494	39.9611755	-82.9987942	17
RT Š—“@Amber_Sedney: Tallahassee is a joke ... I'm ready for thanksgiving breakŠ— !!!	Bikini Bottom	-84.3308259	30.45387329	NA	NA	17
It's my sweater but we'll just let him think that		-117.3532258	34.08207113	NA	NA	17
Can I just watch football?!?! Fuck this storm!		-85.9852587	41.9103128	NA	NA	17
can feel a cold coming on and I'm working 50+ hours next week Í¾_ÍÙâ	Blackpool	-3.01019976	53.8237506	53.8175053	-3.0356748	17
Š—“@DMB__Lyrics: I love you oh so well, like a kid loves candy and fresh snow #DMBŠ—		-81.94364005	28.03256391	NA	NA	17
So pumped to kick it with the homies over thanksgiving break		-121.4512609	38.48375245	NA	NA	17
Sleeping wearing a pair of socks, gloves and a scarf. Í¾_ÍÙ”	Brunei - York	-1.05456848	53.95178529	NA	NA	17
Š—“@CTMQ: sigh. Local affiliate leaving the Eagles game in favor of some other non-Eagles game. Time to go rake in the rain then.Š— Hate it!	CT, USA	-72.89396713	41.65536507	41.6032207	-73.087749	17
So ready for thanksgiving I need a break from Statesboro	Warner Robins/Statesboro, Ga	-81.79671386	32.42130506	32.4487876	-81.7831674	17
All the leaves are off the trees! Winter is coming! @ River Point Bear Creek Trail http://t.co/52lJDBiA5Q	Beautiful Colorado, :)	-105.0272585	39.65184691	37.6175045	-106.9281002	17
Despite the rainy day, we had a great shoot with the talented @bypetronella #weddingvendorsŠ—_ http://t.co/MidpeLAmTu	Brooklyn, New York	-73.99361145	40.70263748	40.65	-73.95	17
@Jocelyneb_xx not warm but it isn't as cold as it could be for November		-76.07784526	36.77556897	NA	NA	17
Yo fuck this storm	puce	-82.71289001	42.29264271	-0.2101888	-78.4915324	17
@hlmndzm nak some stones and leaves ok	Malaysia-KL	101.7234987	3.0973535	3.139003	101.686855	17
It's windy af!	Illinois	-88.1969738	41.7622673	40.6331249	-89.3985283	17
#DeariesStrikeBack This storm better not fuck with #ouat. I wanna watch my Rumple baby.	Marion, OH	-83.07189089	40.65247571	40.5886699	-83.1285242	17
When the fans storm the floor after your team loses&lt;&lt;&lt;	Wayne, Michigan	-83.35658684	42.2715297	42.2814269	-83.3863214	17
Argh why does everything to take for cold/flu have caffeine in? #wideawake	Swindon, England	-1.83938495	51.57802198	51.5557739	-1.7797176	17
Should have went hunting this morning, deer was moving like crazy all day, they knew it was going to storm.	740	-82.9128448	40.63006796	55.5423271	13.6461979	17
@LaxbroJb thanksgiving builds up the holiday spirit though, it helps haha	Grassfield	-76.28194652	36.72643221	7.488345	-8.5708939	17
Never trust a man who ties his sweater around his neck @tooshorter	Davis/Eugene	-123.0832281	44.04037671	44.0659409	-123.1461164	17
69....hehehe "@TWCBreaking: 5:38pm EST: Ypsilanti, Michigan (metro Detroit) reported a wind gust to 69 mph."	Grosse Pointe Heights (HW)	-82.91418862	42.44121191	42.3861485	-82.9118591	17
"@neeech13: This rain can't last forever.."its raining	WEST Dallas CROSS HAMPTON	-100.4563473	31.44276	33.0359378	-96.7218081	17
I'm cold	Š…_Š“Š…ÂŠÛ	-115.0862246	36.02162231	NA	NA	17
Slow down buddy this ain't the holiday inn -Tara Í¾_ÍÙäÍ¾_ÍÙäÍ¾_ÍÙäÍ¾_ÍÙäÍ¾_ÍÙä		-83.47558162	39.96209788	NA	NA	17
So maybe the weather is not in our favor. Stranded at the hotel. Stupid rain.	240,000 miles from the moon	100.0543144	9.50575664	NA	NA	17
I want cold weather		-117.8735432	33.92031823	NA	NA	17
Alright, so I'm thinking about growing my hair out again for the winter.. Thoughts?	Carmel, Indiana	-86.10187446	39.94948222	39.978371	-86.1180435	17
69 : really out of all numbers but I hate yu so much !!!! Yur my hoe tho I hope yur doing winter track anyway txt me babe		-74.24095896	40.43785422	NA	NA	17
It's crazy to me that Thanksgiving is next Thursday...Í¾_ÍÙ_Í¾_ÍÙŒÍ¾_Í_ãÍ¾_Í_‚		-87.24217241	30.87914823	NA	NA	18
Heads up you think people are exaggerating how cold Chicago is but they're not it actually is THAT cold #windycity	Irvington, NY	-87.68505629	42.05107205	41.0391	-73.867	18
The thought that we have only a week and a half till Thanksgiving is the only thing powering me through school		-121.133311	37.4610061	NA	NA	18
This wind gone fuck around and blow somebody tracks out Í¾_ÍÙäÍ¾_ÍÙä	#101113 	-81.55821915	41.53715931	39.8586499	116.7200216	18
"Just got finished with four quizzes along with typing a three page paper... Walk out my room like what? There was a storm? Í¾_ÍÙ_
#InTheZone"	bowling green kentucky 	-86.54776157	36.58220254	36.9903199	-86.4436018	18
Pra sobreviver ao frio! Every night before to sleep! #dry #cold #skin #toronto @ Ferrand Drive http://t.co/sGH3iuYdb4	Natal, RN	-79.33483333	43.72116667	-5.7944785	-35.2109531	18
For some reason I've come to the conclusion it may or may not be windy outside.	Mount Pleasant, MI	-84.78037694	43.59186906	43.5978075	-84.7675139	18
About to make it rain like I'm Kobe	Eugene, California	-123.0691246	44.06010346	37.8930556	-120.8469444	18
Quero mais (: #fun #goodvibes #friendship #family #fds #holiday #replay @ Danceteria Broadway http://t.co/ZbF5HpHSmC	Jeceaba/Congonhas - MG	-43.98238669	-20.53397218	-20.5038847	-43.8725858	18
Need another holiday! Too cold round these parts		-0.37644113	50.81499497	NA	NA	18
The sound if the rain right now is amazing. Š…”´ÙŠ…”´ÙŠ…”´Ù	Boone/NYC 	-81.70221727	36.22199407	40.8333942	-73.8848326	18
@JohnsJarrett I feel like when I used a snuggie I need glovesÍ¾_ÍÙä		-149.1346296	61.6084266	NA	NA	18
@MrsDarcy119 Really the stupidity leaves one speechless	Miami	-80.3569063	25.73884	NA	NA	18
It might just be the snow from earlier this evening but temperatures are low tonight! Dug out the winter pjs!!	Wellington	-118.3440744	34.10330843	NA	NA	18
Its snowing!! #fadlikeseoul #seoul #snow #wintertrip @ ïäåï‘—ïŒÙñ “ñ_Ç (Namdaemun Market) http://t.co/qrAiIFQs1y	Kuantan	126.9772339	37.55890118	NA	NA	18
The autumn colours seem really lacklustre this year. Many trees still greenish but leaves half gone. #shame	Bristol	-2.54864915	51.45947688	NA	NA	18
Let's go outside. OMG so cold. ŠÜ´ÙŠ_Ü´ÙŠÜ´ÙŠ_Ü´Ù #me #model #jessicaventura #justsmile #style #pictureofthedayŠ—_ http://t.co/7o6oGsWj77	China - Beijing	116.3662682	39.95097571	NA	NA	18
Took a nice warm shower.	Somewhere down in Texas.	-115.1680056	36.09939484	NA	NA	18
Campfire at the snow capped mountains...one of the few things i badly wanna do!!	Bangalore,india	77.572093	13.042456	NA	NA	18
I'm so cold, but putting clothes on requires me to get out of bed Í¾_ÍÙ_ #struggling		-122.41748	47.10111023	NA	NA	18
The ammount of times I click on viruses per day is mad, there well annoying , they like wind you up an tell you fuck off an stuff	manchester	-2.0614684	53.48633682	NA	NA	18
@callumsaunders cold. Weird game. I ate some haggis and then flew back to London.	On a Train. Or a Plane.	-0.30456303	51.51291854	NA	NA	18
"Me to @broogies: your feet are too cold and in my buttcrack

We are better than Sam and cat we are BROOKE and Jenn"	internet	-121.8305019	37.3767283	NA	NA	18
Musim hujan tlaaaah tibaaaaaa *storm*		119.41198	-5.13037	NA	NA	18
It's snowing in Seoul. And here it's just a cold, shitty, pissy weather. Ugh.	Metz, France	6.17911956	49.11507451	NA	NA	18
@Lurpak Definitely. You are delicious melted in warm crumpets...	Chesterfield, Derbyshire	-1.4233213	53.2406265	NA	NA	18
Nooooo please don't snow in Stirling tomorrow Í¾_ÍÙ_	Prestonpans/Stirling	-3.93471519	56.13035517	NA	NA	18
I'm actually loving this rain	190'	-70.93332187	42.16172552	NA	NA	18
Puddle forming in the side yard yesterday #storm @ Cedar Springs, MI http://t.co/pakvGLa3rY	Cedar Springs, MI	-85.54499054	43.22030258	NA	NA	18
Strong cold winds!	’“T: 14.337015,121.05236	121.06076	14.32498	NA	NA	18
@oyesanchez thanks ye ha na nagababa ka ng lvl for us Í¾_ÍÙ_ hahahahahaha huy ba may "winter wonderland" na party nnman ths dec! Same producers..	Davao ŠÈÇ	125.547312	7.0518176	NA	NA	18
A very sunny good morning from B A R B A D O S ! ! ! Luv it!!! http://t.co/MMmHPjoAGw	Hilden / Germany	-59.61066482	13.07842404	NA	NA	18
"London- Krakow
Krakow- Berlin 
Berlin- Prague 
Prague- London 

OMG BRING IT ON #travels #citybreaks #europe #love #holiday
@GLilyThomas"		-0.59051462	51.24257788	NA	NA	18
My next high tide is in 41 minutes. I'll be 35 inches higher than my mean level. You better hope it doesn't rain.	Brooklyn	-74.013333	40.665	NA	NA	18
and all of my tears will be lost in the rain	diantara manusia manusia labil	106.9052471	-6.2995483	NA	NA	18
Omg! Thanksgiving is this weekend! Í¾_ÍÙ_		-96.21997642	28.86608153	NA	NA	18
@annisawirawan dan sy tidak care dgn si doi krn sikapnya yg hot and cold kyk lagu katy perry	Jl. Kerang, Kota Bikini Bottom	123.17816	-4.77895	NA	NA	18
@Arianaaaaaaa__ I'll protect you from the rain.	Alaska 	-78.83648565	42.92943476	64.2008413	-149.4936733	18
10 days till Thanksgiving! 11 till Black Friday! 17 till baby shower #2! 37 till Christmas! 46 till my birthday! 56 till BABY GIRL COMES Š_´Ù	xoxoxo.	-82.7044522	38.55179114	17.0482056	-96.7323265	18
@LucyWeather I know, you told it how it was with the 'storm' as well. They may win a battle but the winning of the war is yours Í¾_ÍÙ_	Kingsley, Northampton.	-0.88517918	52.19352469	52.2394307	-0.988222	18
Am I changed to be a perfectionist of personality ? Or they whom can't to respect other ever. Who knows ? Let's ask to the windy grass..	Purworejo - Jogja, Indonesia	109.9893884	-7.7327859	-7.709731	110.008003	18
Let me kiss you hard in the pouring rain, you like your girls insaneeee	Fl, United States.	-82.76107603	28.08568158	27.6648274	-81.5157535	18
More than ready to be home over the holiday next weekend	Wichita / Manhattan / OP	-96.59994978	39.20582478	37.6888889	-97.3361111	18
doing a girls nails and she's wearing black leggings, denim skirt, grey top and a pink scarf.. Which is exactly what I'm wearingÍ¾_Í__Í¾_ÍÙä #awkward	Wales, Swansea	-3.9483667	51.61889664	51.62144	-3.943646	18
"Really wanna go to the gym right now

But something about music in my office

With the pitter patter of the rain outside

Thats just awesome"	Kuwait, Mishref 	48.07688395	29.27294922	29.2761034	48.0654706	18
I want to rake the leaves in our back garden. What. It looks so untidy. What. I'm gonna go rake the leaves. What. Who am I.	Edinburgh, Scotland	-3.32291352	55.8931309	55.953252	-3.188267	18
Had my first holiday pie!	Richmond 	-82.95391328	42.62106915	NA	NA	18
Girls in Uggs and North Faces all over campus? No way!		-93.18962068	44.94178768	NA	NA	18
goodnite, november rain :)	Ballecost City	119.45769	-5.14942	NA	NA	18
Plymouth is forecast a bit of snow tomorrow and my school are making such a big deal out of it, like it probably won't even snow guys	Tavistock , England. 	-4.14178118	50.54679459	NA	NA	18
Why is the City putting up Christmas stuff? Í¾_ÍÙ¾Í¾_ÍÙ_ it isn't even Thanksgiving yet!		-97.05123742	39.81765638	NA	NA	18
Š—“@LexGotPotential: Š—“@twoBLUE1914: Need some cold weather clothesŠ—you mean winter clothes?Š— Lol same shit	’“T: 39.185288,-75.541765	-80.3043862	25.72610986	NA	NA	18
definitely just saw the first snowfall of this winter a little while ago. it was only a little bit but.. it begins! Í¾_Í_ö	’“T: 55.879623,-4.28439	-7.34673264	55.02430711	NA	NA	18
Š—“@paige__marie14: Only thing getting me through this Monday-the patriots tonight Í¾_ÍÙÍ¾_Í_ÛÍ¾_ÍÙŠ— Will Tommy be modeling the newest pair of uggs???	Dayton, OH	-84.17871832	39.73447358	NA	NA	18
Why is it so cold. Seriously can't deal.		-0.10414155	51.52169742	NA	NA	18
Winter break I need you. And by winter break I mean @wshiwascool	Tucson, AZ	-110.9505065	32.229993	NA	NA	18
Buzzing for tomorrow hopefully it doesn't rain #goodweather @Callum_Mcgall12 @ollieburt_		-4.79751132	50.34040449	NA	NA	18
The story of my life ill take you home to keep you warm in time... It's frozen	twente Š“å	6.83853771	52.2837977	NA	NA	18
I love this freaking sweater. Í¾_ÍçæÍ¾_Íçæ #meow @ Macomb Mall http://t.co/u4i3iDvQQR	Roseville, MI	-82.91652203	42.53426734	NA	NA	18
I hate the cold weather. It just depresses me and makes me want to lay in bed all day and listen to sad country music	Temecula	-119.8451734	34.41090724	NA	NA	18
Š—“@HollMoore_: I'd give an arm or a leg or both to be on holiday right now, wayyyy too cold Í¾_ÍÙåÍ¾_ÍÙçŠ— amen Í¾_ÍÙ©		-1.16512678	53.14015627	NA	NA	18
@warrenlrich I suggest that we stay inside all day on Thanksgiving eating, watching football, and using other electronics.		-121.767834	36.98260922	NA	NA	18
@powerpotterplay looking for a winter beater?	Edmonton	-113.4685683	53.61799603	NA	NA	18
Why is it so cold in my house.	Huron, Ohio	-82.54003909	41.3885918	NA	NA	18
"""We all bleed red we all taste rain
All fall down loose our way
We all say words we regret
We all cry tears we all Bleed Red""
-Ronnie Dunn"		-121.6202926	37.07327914	NA	NA	18
Most bizarre rain shower goin on in Plattsburgh rn	NY.	-73.46706547	44.69294947	NA	NA	18
#uksnow no snow yet but temperature dropping http://t.co/eA0HF2IF1L		-4.189046	50.405919	NA	NA	18
@nicolealowry my holiday work schedule and hours don't give me a lot of time to be home to take care her :(	Birmingham/Atlanta	-81.11311476	35.26161423	NA	NA	18
@onslaught86 @MetService I just want details. Sunday we wanted to go out on a boat, but the app wouldn't tell us wind. Ended up on website.	Adelaide	174.9018311	-41.02702703	NA	NA	18
Who wants to be my boyfriend for the winter?	Bathurst, N.-B.	-65.72822262	47.63642426	NA	NA	18
Highlight of the winter! #imacelebrity #toofunny #joecracksmeup #thinkas... Í¾_ÍÙÜxx	glasgow	-4.35762006	55.81514478	NA	NA	18
White kids are immune to the cold.	University of Cincinnati	-84.51544572	39.13464476	39.1329219	-84.5149504	18
I find it funny when one guy leaves another one comes home. I think it's cool	Little Creek, Va 	-76.14646556	36.90568845	37.3436647	-76.8430861	18
Coch'n on the River Hudson. #chilled #sunny#November #sunshine Í¾_Íà_Í¾_Íà_Í¾_ÍàÙŠ…—´ÙÍ¾_Í__Í¾_Í__ #water http://t.co/zmVrjnrP4E	Here and there 	-73.99906813	40.73364884	33.8179268	-111.8767784	18
Looking through hotels for family holiday to Dubai in December. #MeGusta	Pinner/London	-0.38851628	51.5967644	51.595172	-0.378002	18
"@kemari_A: Thanksgiving break can you get here any faster.." !!!!!!!!!!!!!!!!!!		-73.85167399	40.69615547	NA	NA	18
@laura16_x love love love ma uggs	Keiss 	-3.05857533	58.45472699	58.534407	-3.123227	18
Have an amazing holiday babe!!Í¾_Í_ Í¾_Íà_Í¾_ÍàÙ @Lucykelly012 xxxxx		-2.97313658	53.41798849	NA	NA	18
Most definitely dipping to Miami for winter breakÍ¾_ÍÙ		-79.47987989	43.87698092	NA	NA	18
Swear to god there better not be snow in Drogheda tomorrow ! Ill crack up		-6.3565	53.726505	NA	NA	18
@Snarfernini what, not even a pumpkin spice latte or a pumpkin cream cheese cupcake to go?	Kansas City, MO	-94.66564751	39.22106495	39.0997265	-94.5785667	18
Wee teency bit of snow and no doubt all trains will be delayed/ cancelled as a result of thisÍ¾_ÍÙ©	Scotland,UK	-4.20597481	55.73748262	NA	NA	18
I see SSSNNNNOOOOOOWWWWWWW. YAAAYYYY #snow #excited #white	Paisley, Scotland	-4.45089293	55.82162419	NA	NA	18
The day I'm not dressed warm it's freezing at practice	henderson nevada	-114.9485484	36.05132029	NA	NA	18
Discover ways to enjoy delicious holiday dishes on a diet: DonŠ—Èt ditch you diet for the holidays. ItŠ—Ès possible... http://t.co/xoCPgbFZY2	Milwaukee, WI	-87.90968018	43.04137104	43.0389025	-87.9064736	18
@KristaLinthorne thanks for the hot chocolate on this blustery day #foreverlove	Owen Sound ON	-80.92575296	44.57487614	44.5690305	-80.9405602	18
My flannel sheets are just to warm to get up out of bed ..		-93.61689442	41.71010362	NA	NA	18
You came along like a snowflake	exo planet	110.3603551	-7.9335663	NA	NA	18
On the way home... Š“åÍ¾_Í_Í¾_Í_ÛÍ¾_Í_ä #fortmontgomery #usa #usacities #newyorkstate #trees #fall #autumn #blueŠ—_ http://t.co/DUISnUbj17	New York	-73.98565153	41.33612287	40.7143528	-74.0059731	18
Welp this is my realness for the day RT: @alisha034: It's cuddling season but it's also cold and flu season so you decide...	Where I need to be.	-71.16602816	42.34047311	39.762794	-121.86224	18
CBA to be heading to town to pay Î£8 for a prescription in the bloody rain! Damn you England! Í¾_ÍÙ¾Š…”´ÙÍ¾_Í__	Bath/Portsmouth, UK	-2.32481068	51.37437053	50.7921677	-1.1092636	18
According to the white people computers... till bout 4 "@ALEVYWORLD: Is it going to do this rain thing all day?"	frontatown Calliope new orlean	-90.1360581	29.9704862	NA	NA	18
@michigan_sass ugh I know I wanna be somewhere warm	erie pa	-80.17912287	42.04193065	42.1292241	-80.085059	18
"Light before rainy Loy krathong ŠÈ
#krathong #nawarat #rain #firework @ šÙéšÙçšÙ_šÙ_šÙÈšÙÈšÙ_šÙ£šÙ±šÙ http://t.co/sFor3Uqtzx"	IG: @mameen94	98.9699708	18.7921719	NA	NA	18
@thesoftsell Sunday 1st, 1pm Gone with the wind in @CineCardiff, we could be home by the time the NFL starts!! #perfect Sunday!!!	Roath, Cardiff	-3.21043802	51.48970137	51.4990248	-3.1526313	18
I can't get use to 80 degrees in late November. I need snow! #OhioProblems	Elba, Alabama	-86.02832277	31.40064944	NA	NA	18
*struts by group of middle-aged women in scarves and coats wearing a tank and sunglasses*	nyc	-73.99361483	40.73301249	NA	NA	18
Wow it looks so cold outside feel so much better after that nap Í¾_Í±	Barrow	-3.20831484	54.11477131	NA	NA	18
It's highly likely to rain in San Francisco today so it's a good thing we rescheduled our lil trip!Í¾_Í±		-121.2605882	37.7818729	NA	NA	18
#indianapolis #sun #aftertornado #rain #sky #beautiful #weather #iupui #riverwalk #instaphotoŠ—_ http://t.co/JyYdLj1J5F	Indianapolis - ¿Œ¿À¿©	-86.1842519	39.773747	21.5433333	39.1727778	18
Hot showers on cold daysŠ…_´ÙÍ¾_Í_è		-119.8432247	34.41009025	NA	NA	18
Just had a couple of slices of my moms world famous pumpkin bread. AMAZING! #goodeats #homecooking	Boise via Los Angeles	-118.09635	33.99131	34.0023899	-118.4363071	18
Just gotta get through this week, win on Saturday, then back to Lafayette for thanksgiving break Í¾_Í_‘		-93.0793361	31.7461186	NA	NA	18
@_fannybanany My mom told me to invite you and your family over to my mi casa for thanksgiving! She's cooking it up!! :)	Wherever God takes me...	-97.88225449	27.52375167	NA	NA	18
Can't wait to book my first holiday away without adults in a couple of weeksÍ¾_ÍÙæ	Newcastle	-1.52540675	54.97966817	54.978252	-1.61778	18
@LopezJess02 messed up my snowman		-118.0237359	33.94408607	NA	NA	18
V cold yin the night ŠÜ´Ù		-3.5946231	56.00575826	NA	NA	18
Niceday wind ;))"@frnndwinda: Pagi"@RegaMayaaa: Pagi""	West Borneo,Indonesia	109.3262029	-0.0422014	-0.2787808	111.4752851	18
My reason got staying home for Thanksgiving Break is my last tweet		-90.80431963	29.7905334	NA	NA	18
This warm ass classroom is putting me to sleep		-122.676121	38.34086778	NA	NA	18
think i drank my hot chocolate to fast Í¾_ÍÙ” #funnytummy #feelingill	Buckie	-2.10013207	57.1752592	NA	NA	18
4day weekend for thanksgiving Can't wait	Ohio 	-84.09463996	40.70216517	NA	NA	18
@MsConservative_ tis true I'll be spending my holiday season smelling Christmas candles all day	Michigan	-82.90146687	42.48045074	NA	NA	18
I'm already to excited for thanksgiving Eve Í¾_Í__Í¾_Í_Ž	Bethpage, NY	-73.41032761	40.82101563	NA	NA	18
No basketball game #cancelled ugh but at Wal-Mart looking for a new pair of gloves #irritated	New Jersey	-74.2974112	40.6905165	NA	NA	18
@npitcher10 April 20, 2013....Hitler's birthday and a marijuana enthusiast holiday. Hmmmmm...		-80.07801876	41.15491969	NA	NA	18
@ComedyBangBang Maybe it's just me, but for me, hot chocolate should always be served hot. Getting it cold is, well, it's unsatisfactory.		-95.86331678	36.04403005	NA	NA	18
Don't be so cold and we could be fire	Ankeny, Iowa	-93.59557042	41.76674041	NA	NA	18
Just waiting for the rain.... Š…´ÙŠ_´ÙŠ…”´Ù	Corning, CA	-122.186225	39.92273822	NA	NA	18
@ericmar415 I'm stunned at your cold heart. Amazing!  how dare you. So worried abt food stmps, stp wasting trillions on failed green energy	over the road trucker 	-84.2551716	30.4310278	NA	NA	18
What am I going to do without a sport for the winter Í¾_ÍÙ_	Mcminnville, Oregon	-123.2173732	45.20930174	NA	NA	18
I crave Filipino food the most when it's cold out.	California	-121.3875657	38.7269866	NA	NA	18
#snow day no chance http://t.co/KAyRSXRVod	worldwide	-1.58075562	55.42090962	NA	NA	18
3 more days to push out here, before the Raf cancel our flight probably due to snow in England	Leeds - Las Vegas - New York	-5.34200045	36.14923526	NA	NA	18
No matter how cold it is I always wear shorts for work	Burnley 	-2.23317028	53.77678401	NA	NA	18
Ducking hell why has it got to be so dam cold fuck you cold		0.43973668	52.76792482	NA	NA	18
On a cold day in December http://t.co/HeO0JSbBkM	Ennis, Texass	-96.65303109	32.3488366	32.3293111	-96.6252679	18
We weren't expecting #snow today! http://t.co/E2GKxxIP7K	Oswestry, United Kingdon	-3.06942049	52.85539971	52.857148	-3.056412	18
@LucyCB89 haha national fame! It was quite a random show but always good to see sunny tunny on TV ;-)	Tunbridge Wells, Kent, UK.	0.26264463	51.13387708	51.132377	0.263695	18
Whether is getting cold and cold Í¾_ÍÙà @ Trung T’¢m S’t Hˆ_ch L’i Xe C¬ GiˆŽ_i Loˆ_i 1 http://t.co/CJJHuMxP71		105.9293661	21.08888776	NA	NA	18
Wow cold isn't the word !	Follow ill follow back :) 	-1.86319847	53.79140224	NA	NA	18
November rain	Pontianak-Yogyakarta,ID	110.40218	-7.79357	-7.797224	110.368797	18
Getting out of bed is impossible in the winter	Scarborough	-0.4270563	54.275519	54.283113	-0.399752	18
@Holmes_D_83 we had feck all snow [our road was a bit hairy though] #thirdgearmax	In the sticks....	-6.10615212	54.50143507	39.7470469	-76.8041419	18
Waking up and just knowing 'fuck I'm getting the cold'	Ireland / Glasgow	-4.21518053	55.86008519	55.8611062	-4.2559797	18
"The cold I can deal with, conjunctivitis can FUCK OFF. 

I have arctic monkeys in 2 daysÍ¾_ÍÙ_Í¾_ÍÙ_"	Stirling, Scotland	-3.93136004	56.10782453	56.1165227	-3.9369029	18
160 per mwh offshore wind too expensive - needs 35% reduction by 2030 says Dong CEO Henrik Poulsen #EWEAOFFSHORE2013	London	8.64919733	50.11167954	51.5112139	-0.1198244	18
Idk if i want to babysit after thanksgiving.	Does It Matter?	-117.7110846	33.60225465	NA	NA	18
No this ain't snow. It's the lighting at the atrium at the new Robinsons flagship l store at TheŠ—_ http://t.co/mKP1tfEnbe	Cebu, PH	103.8377226	1.30214596	NA	NA	18
Tiny bit of snow... Thats @JayMorgan24 off for a week not being able to get off his driveŠ_ÜŠÜ	Blaenau Ffestiniog	-3.93050249	52.98708213	NA	NA	18
waking up with the view of snow fallen on the mountain tops Í¾_Í±‘ #perksoflivinginwales	England	-4.13152545	53.22627093	NA	NA	18
i'm so fucking cold like you don't understand	Belgrade	20.4729548	44.8141603	NA	NA	18
Might have found the bestest (and most expensive) chip shop in London. Still I'd probably be impressed by anywhere warm right now.	Maidstone, Uk	-0.1309939	51.529973	51.270363	0.522699	18
Love the cold mornings in VA	781/757	-76.68155456	37.27549527	63.8261129	23.5243012	18
I need some holiday! [pic] Š—” https://t.co/FMlbLe835P	Indonesia, Jakarta.	106.93744	-6.22525	-6.211544	106.845172	18
Lovely winter sun in shop today #menswear #AW13 @smith_wykes guildoflabour @v_e_j_a @ St Catherine's http://t.co/mNO07iXWUS	Frome Somerset	-2.32270718	51.2307259	51.230751	-2.320096	18
My bath wasn't even hot. It was luke warm. What's going onnnnnn.		-3.2888144	54.4522496	NA	NA	18
Don't shop on the day of thanksgiving! Day off for everyone please	44.872716,-93.405688	-93.40469588	44.86696444	44.8733452	-93.4053616	18
I'm happy it's cold lol		-75.57028263	39.73617022	NA	NA	18
Think I'm catching a cold fml Í¾_ÍÙêÍ¾_ÍÙ_Í¾_ÍÙà	D[M]V 	-77.01899728	38.93301082	48.1351253	11.5819806	18
S/o to the girl walking through towers in a night gown slippers and winter coat at 4:30pm on a Tuesday. #upsince8 #bittertweet		-79.95617169	40.44254768	NA	NA	19
So if it's really cold for the WC we can't bring a bag with blankets and stuff?	Calgary	-114.2528209	51.12574466	51.0453246	-114.0581012	19
angin that i don't think i'll be able to afford a holiday next year Í¾_ÍÙ_Í¾_ÍÙ©	Manchester	-2.16930645	53.44498873	53.479324	-2.2484851	19
The sound of wind is so annoying when you're walking and you can't hear yourself think because all you hear is Í¾_Í_—Í¾_Í_—Í¾_Í_—Í¾_Í_—Í¾_Í_—Í¾_Í_—	RHODE ISLANDŠ_–	-71.45486647	41.89860674	41.5800945	-71.4774291	19
There's a rainbow after the rain.	Philippines	120.6980287	14.90459376	12.879721	121.774017	19
New pair of uggs to me #loveadelivery	Scotland UK	-4.18330786	55.81974845	56.4906712	-4.2026458	19
Who doesn't love you winter Š_´ÙŠ_´Ù?	Khobar	50.19853	26.30458	26.2833333	50.2	19
Nothin like some good ole Blake Shelton on this chilly morningÍ¾_Í±	South Georgia 229	-84.56593686	30.90217289	33.5102563	-83.6817831	19
it's just too cold to put on my armpits	I Just Ride, Texas 	-97.40411863	32.77418587	31.9685988	-99.9018131	19
@YongjiePark ok . Won't rain:p		101.6291456	3.0634749	NA	NA	19
It's always sunny is prob the funniest show ever Í¾_ÍÙäÍ¾_ÍÙä	minds right moneys right  	-75.90183713	41.27040697	NA	NA	19
Cabut gloves dulu bole tak? Busy sungguh. Huhh! @ Restoran Mentari Ehsan http://t.co/vyHMdAhxQH	kelana jaya, malaysia	101.6104086	3.07818976	3.11277	101.60416	19
It's too cold right now... Í¾_ÍÙ_Í¾_ÍÙÍ¾_ÍÙ±		-87.54533627	33.2116563	NA	NA	19
I literally have no winter clothes	newcastle	-1.53540012	55.0732344	NA	NA	19
It's so cold ŠÜŠ_Ü		-5.0797171	50.16006891	NA	NA	19
@SamanthaFayeH so cold!!!!	Fort Collins, CO 	-105.1033448	40.57622421	40.5852602	-105.084423	19
My mom is always dragging me outside the house so she can spend my coins. I've caught on to the swindle.  lol	 NY	-73.80441712	41.04588349	40.7143528	-74.0059731	19
